timestamp,city,season,co,no,no2,o3,so2,pm2_5,pm10,nh3,co_score,no_score,no2_score,o3_score,so2_score,pm2_5_score,pm10_score,nh3_score,combined_anomaly_score,dominant_pollutant,severity,anomaly_explanation,datetime,main_aqi,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation,hour,day,month,year,date,co_baseline_median,co_baseline_iqr,co_baseline_level,no_baseline_median,no_baseline_iqr,no_baseline_level,no2_baseline_median,no2_baseline_iqr,no2_baseline_level,o3_baseline_median,o3_baseline_iqr,o3_baseline_level,so2_baseline_median,so2_baseline_iqr,so2_baseline_level,pm2_5_baseline_median,pm2_5_baseline_iqr,pm2_5_baseline_level,pm10_baseline_median,pm10_baseline_iqr,pm10_baseline_level,nh3_baseline_median,nh3_baseline_iqr,nh3_baseline_level,co_moderate_threshold,co_high_threshold,co_severe_threshold,co_threshold_level,co_is_anomalous,no_moderate_threshold,no_high_threshold,no_severe_threshold,no_threshold_level,no_is_anomalous,no2_moderate_threshold,no2_high_threshold,no2_severe_threshold,no2_threshold_level,no2_is_anomalous,o3_moderate_threshold,o3_high_threshold,o3_severe_threshold,o3_threshold_level,o3_is_anomalous,so2_moderate_threshold,so2_high_threshold,so2_severe_threshold,so2_threshold_level,so2_is_anomalous,pm2_5_moderate_threshold,pm2_5_high_threshold,pm2_5_severe_threshold,pm2_5_threshold_level,pm2_5_is_anomalous,pm10_moderate_threshold,pm10_high_threshold,pm10_severe_threshold,pm10_threshold_level,pm10_is_anomalous,nh3_moderate_threshold,nh3_high_threshold,nh3_severe_threshold,nh3_threshold_level,nh3_is_anomalous,is_anomaly
2024-07-01 00:00:00,Karachi,Monsoon/Summer,257.02,0.0,1.54,46.49,1.56,42.22,75.17,0.59,-0.1590468085106384,-0.0694980694980695,-0.7020023557126029,0.9005288340468399,-0.4444444444444442,3.4763843648208472,0.016061185468451304,0.06796116504854353,3.4763843648208472,pm2_5,high,PM2_5 is 3.48 robust-IQR units above its city season baseline for Karachi in Monsoon/Summer.,1/7/2024 0:00,3,30.3065,87.804054,28.0565,0.0,994.0165,13.708391,256.32867,0,0,1,7,2024,2024-07-01,268.7,73.4375,city_season,0.09,1.295,city_season,4.52,4.245,city_season,37.55,9.927500000000002,city_season,1.94,0.8550000000000002,city_season,20.875,6.139999999999999,city_season,74.75,26.150000000000006,city_season,0.555,0.515,city_season,3.5229267165412645,6.9937341331937475,13.686853476245915,city_season,False,4.243088559502952,8.961625282167043,20.291005850591823,city_season,False,2.7775173407982883,4.474451171328042,7.77988819019108,city_season,False,1.605935665692651,2.2263957328867936,3.0872693871471375,city_season,False,3.3509780997263974,5.344482758620692,9.315294498381864,city_season,False,2.449823705921694,3.459060862484066,6.058769634453594,city_season,True,2.3620558849202546,3.084705192846367,5.065144482621285,city_season,False,3.498423423423422,6.299843175427208,11.927339385252427,city_season,False,True
2024-07-01 01:00:00,Karachi,Monsoon/Summer,250.34,0.0,1.69,45.42,1.67,47.8,90.92,0.46,-0.25000851063829765,-0.0694980694980695,-0.6666666666666665,0.7927474187862003,-0.31578947368421045,4.385179153094463,0.6183556405353727,-0.18446601941747579,4.385179153094463,pm2_5,high,PM2_5 is 4.39 robust-IQR units above its city season baseline for Karachi in Monsoon/Summer.,1/7/2024 1:00,3,30.6065,87.31968,28.2565,0.0,993.8172,16.23596,273.814,1,1,1,7,2024,2024-07-01,268.7,73.4375,city_season,0.09,1.295,city_season,4.52,4.245,city_season,37.55,9.927500000000002,city_season,1.94,0.8550000000000002,city_season,20.875,6.139999999999999,city_season,74.75,26.150000000000006,city_season,0.555,0.515,city_season,3.5229267165412645,6.9937341331937475,13.686853476245915,city_season,False,4.243088559502952,8.961625282167043,20.291005850591823,city_season,False,2.7775173407982883,4.474451171328042,7.77988819019108,city_season,False,1.605935665692651,2.2263957328867936,3.0872693871471375,city_season,False,3.3509780997263974,5.344482758620692,9.315294498381864,city_season,False,2.449823705921694,3.459060862484066,6.058769634453594,city_season,True,2.3620558849202546,3.084705192846367,5.065144482621285,city_season,False,3.498423423423422,6.299843175427208,11.927339385252427,city_season,False,True
2024-07-01 02:00:00,Karachi,Monsoon/Summer,253.68,0.0,1.84,46.49,1.46,50.06,104.86,0.37,-0.20452765957446783,-0.0694980694980695,-0.6313309776207302,0.9005288340468399,-0.5614035087719297,4.753257328990229,1.1514340344168257,-0.3592233009708739,4.753257328990229,pm2_5,high,PM2_5 is 4.75 robust-IQR units above its city season baseline for Karachi in Monsoon/Summer.,1/7/2024 2:00,4,30.9065,84.84153,28.0565,0.0,993.6184,18.014393,267.70944,60,2,1,7,2024,2024-07-01,268.7,73.4375,city_season,0.09,1.295,city_season,4.52,4.245,city_season,37.55,9.927500000000002,city_season,1.94,0.8550000000000002,city_season,20.875,6.139999999999999,city_season,74.75,26.150000000000006,city_season,0.555,0.515,city_season,3.5229267165412645,6.9937341331937475,13.686853476245915,city_season,False,4.243088559502952,8.961625282167043,20.291005850591823,city_season,False,2.7775173407982883,4.474451171328042,7.77988819019108,city_season,False,1.605935665692651,2.2263957328867936,3.0872693871471375,city_season,False,3.3509780997263974,5.344482758620692,9.315294498381864,city_season,False,2.449823705921694,3.459060862484066,6.058769634453594,city_season,True,2.3620558849202546,3.084705192846367,5.065144482621285,city_season,False,3.498423423423422,6.299843175427208,11.927339385252427,city_season,False,True
2024-07-01 03:00:00,Karachi,Monsoon/Summer,273.7,0.06,3.17,47.92,1.33,46.64,106.08,0.4,0.06808510638297872,-0.023166023166023165,-0.3180212014134275,1.0445731553764797,-0.7134502923976606,4.196254071661238,1.1980879541108984,-0.3009708737864078,4.196254071661238,pm2_5,high,PM2_5 is 4.20 robust-IQR units above its city season baseline for Karachi in Monsoon/Summer.,1/7/2024 3:00,4,32.1065,76.07229,27.3565,0.0,994.42084,20.833395,260.04944,211,3,1,7,2024,2024-07-01,268.7,73.4375,city_season,0.09,1.295,city_season,4.52,4.245,city_season,37.55,9.927500000000002,city_season,1.94,0.8550000000000002,city_season,20.875,6.139999999999999,city_season,74.75,26.150000000000006,city_season,0.555,0.515,city_season,3.5229267165412645,6.9937341331937475,13.686853476245915,city_season,False,4.243088559502952,8.961625282167043,20.291005850591823,city_season,False,2.7775173407982883,4.474451171328042,7.77988819019108,city_season,False,1.605935665692651,2.2263957328867936,3.0872693871471375,city_season,False,3.3509780997263974,5.344482758620692,9.315294498381864,city_season,False,2.449823705921694,3.459060862484066,6.058769634453594,city_season,True,2.3620558849202546,3.084705192846367,5.065144482621285,city_season,False,3.498423423423422,6.299843175427208,11.927339385252427,city_season,False,True
2024-07-01 04:00:00,Karachi,Monsoon/Summer,303.75,0.35,5.27,47.21,1.37,38.96,96.27,0.48,0.477276595744681,0.2007722007722008,0.17667844522968199,0.9730546461848403,-0.6666666666666663,2.9454397394136813,0.8229445506692157,-0.14563106796116518,2.9454397394136813,pm2_5,moderate,PM2_5 is 2.95 robust-IQR units above its city season baseline for Karachi in Monsoon/Summer.,1/7/2024 4:00,3,33.2565,69.44097,26.9065,0.0,994.7234,22.42427,264.47256,400,4,1,7,2024,2024-07-01,268.7,73.4375,city_season,0.09,1.295,city_season,4.52,4.245,city_season,37.55,9.927500000000002,city_season,1.94,0.8550000000000002,city_season,20.875,6.139999999999999,city_season,74.75,26.150000000000006,city_season,0.555,0.515,city_season,3.5229267165412645,6.9937341331937475,13.686853476245915,city_season,False,4.243088559502952,8.961625282167043,20.291005850591823,city_season,False,2.7775173407982883,4.474451171328042,7.77988819019108,city_season,False,1.605935665692651,2.2263957328867936,3.0872693871471375,city_season,False,3.3509780997263974,5.344482758620692,9.315294498381864,city_season,False,2.449823705921694,3.459060862484066,6.058769634453594,city_season,True,2.3620558849202546,3.084705192846367,5.065144482621285,city_season,False,3.498423423423422,6.299843175427208,11.927339385252427,city_season,False,True
2024-07-01 06:00:00,Quetta,Monsoon/Summer,487.33,1.09,7.37,168.8,3.78,31.88,84.67,5.57,0.538951627807445,4.08,0.035268736516274254,1.9529579472558807,0.8989010989010989,0.2056086598721275,0.18375542607767117,0.303628038041564,1.9529579472558807,o3,severe,O3 is 1.95 robust-IQR units above its city season baseline for Quetta in Monsoon/Summer.,1/7/2024 6:00,4,34.3145,19.898392,8.0645,0.0,833.9579,9.0,323.13,850,6,1,7,2024,2024-07-01,348.81,257.0175,city_season,0.07,0.25,city_season,6.9,13.32625,city_season,79.75,45.5975,city_season,1.7349999999999999,2.275,city_season,27.82,19.746250000000003,city_season,74.775,53.84875,city_season,3.415,7.097499999999999,city_season,2.631559720680546,3.555490690018011,4.772727875258762,city_season,False,20.533630620587132,35.974999999999966,56.258334184977016,city_season,False,2.691849403982399,3.7290452189998025,5.2577740738128975,city_season,False,1.1633054377663383,1.465426766725646,1.8474826580032764,city_season,True,2.5882352941176467,3.652494626813866,5.543978919631094,city_season,False,2.1130434949231316,3.0774756751970176,4.93574829280425,city_season,False,2.725560038768618,4.51019611326102,9.956250473778715,city_season,False,2.5212983889977236,3.6272040152061003,5.599119851482441,city_season,False,True
2024-07-01 07:00:00,Quetta,Monsoon/Summer,243.66,0.25,1.5,135.9,1.16,29.58,115.59,1.41,-0.4091161107706674,0.72,-0.40521527061251295,1.231427161576841,-0.25274725274725274,0.08913084762929659,0.7579563128206318,-0.2824938358576964,1.231427161576841,o3,moderate,O3 is 1.23 robust-IQR units above its city season baseline for Quetta in Monsoon/Summer.,1/7/2024 7:00,4,35.864502,15.066023,5.2645,0.0,833.8607,10.182337,315.0001,953,7,1,7,2024,2024-07-01,348.81,257.0175,city_season,0.07,0.25,city_season,6.9,13.32625,city_season,79.75,45.5975,city_season,1.7349999999999999,2.275,city_season,27.82,19.746250000000003,city_season,74.775,53.84875,city_season,3.415,7.097499999999999,city_season,2.631559720680546,3.555490690018011,4.772727875258762,city_season,False,20.533630620587132,35.974999999999966,56.258334184977016,city_season,False,2.691849403982399,3.7290452189998025,5.2577740738128975,city_season,False,1.1633054377663383,1.465426766725646,1.8474826580032764,city_season,True,2.5882352941176467,3.652494626813866,5.543978919631094,city_season,False,2.1130434949231316,3.0774756751970176,4.93574829280425,city_season,False,2.725560038768618,4.51019611326102,9.956250473778715,city_season,False,2.5212983889977236,3.6272040152061003,5.599119851482441,city_season,False,True
2024-07-01 08:00:00,Karachi,Monsoon/Summer,280.38,0.61,3.47,50.78,1.59,40.32,107.16,0.44,0.1590468085106384,0.4015444015444016,-0.2473498233215546,1.3326617980357593,-0.4093567251461986,3.1669381107491863,1.2393881453154871,-0.2233009708737865,3.1669381107491863,pm2_5,moderate,PM2_5 is 3.17 robust-IQR units above its city season baseline for Karachi in Monsoon/Summer.,1/7/2024 8:00,4,35.8565,56.318333,25.8065,0.0,991.9321,28.739187,257.70474,876,8,1,7,2024,2024-07-01,268.7,73.4375,city_season,0.09,1.295,city_season,4.52,4.245,city_season,37.55,9.927500000000002,city_season,1.94,0.8550000000000002,city_season,20.875,6.139999999999999,city_season,74.75,26.150000000000006,city_season,0.555,0.515,city_season,3.5229267165412645,6.9937341331937475,13.686853476245915,city_season,False,4.243088559502952,8.961625282167043,20.291005850591823,city_season,False,2.7775173407982883,4.474451171328042,7.77988819019108,city_season,False,1.605935665692651,2.2263957328867936,3.0872693871471375,city_season,False,3.3509780997263974,5.344482758620692,9.315294498381864,city_season,False,2.449823705921694,3.459060862484066,6.058769634453594,city_season,True,2.3620558849202546,3.084705192846367,5.065144482621285,city_season,False,3.498423423423422,6.299843175427208,11.927339385252427,city_season,False,True
2024-07-01 09:00:00,Karachi,Monsoon/Summer,277.04,0.59,3.43,50.78,1.52,44.11,120.7,0.36,0.11356595744680895,0.3861003861003861,-0.25677267373380436,1.3326617980357593,-0.4912280701754384,3.784201954397395,1.7571701720841297,-0.37864077669902924,3.784201954397395,pm2_5,high,PM2_5 is 3.78 robust-IQR units above its city season baseline for Karachi in Monsoon/Summer.,1/7/2024 9:00,4,34.9565,62.789585,26.8065,0.0,992.0299,31.404713,241.96623,850,9,1,7,2024,2024-07-01,268.7,73.4375,city_season,0.09,1.295,city_season,4.52,4.245,city_season,37.55,9.927500000000002,city_season,1.94,0.8550000000000002,city_season,20.875,6.139999999999999,city_season,74.75,26.150000000000006,city_season,0.555,0.515,city_season,3.5229267165412645,6.9937341331937475,13.686853476245915,city_season,False,4.243088559502952,8.961625282167043,20.291005850591823,city_season,False,2.7775173407982883,4.474451171328042,7.77988819019108,city_season,False,1.605935665692651,2.2263957328867936,3.0872693871471375,city_season,False,3.3509780997263974,5.344482758620692,9.315294498381864,city_season,False,2.449823705921694,3.459060862484066,6.058769634453594,city_season,True,2.3620558849202546,3.084705192846367,5.065144482621285,city_season,False,3.498423423423422,6.299843175427208,11.927339385252427,city_season,False,True
2024-07-01 10:00:00,Karachi,Monsoon/Summer,267.03,0.52,3.26,50.78,1.43,44.37,127.99,0.27,-0.02274042553191511,0.3320463320463321,-0.29681978798586567,1.3326617980357593,-0.5964912280701753,3.8265472312703586,2.0359464627151045,-0.5533980582524273,3.8265472312703586,pm2_5,high,PM2_5 is 3.83 robust-IQR units above its city season baseline for Karachi in Monsoon/Summer.,1/7/2024 10:00,4,34.4565,65.51284,27.0565,0.0,991.6289,29.337238,240.60403,760,10,1,7,2024,2024-07-01,268.7,73.4375,city_season,0.09,1.295,city_season,4.52,4.245,city_season,37.55,9.927500000000002,city_season,1.94,0.8550000000000002,city_season,20.875,6.139999999999999,city_season,74.75,26.150000000000006,city_season,0.555,0.515,city_season,3.5229267165412645,6.9937341331937475,13.686853476245915,city_season,False,4.243088559502952,8.961625282167043,20.291005850591823,city_season,False,2.7775173407982883,4.474451171328042,7.77988819019108,city_season,False,1.605935665692651,2.2263957328867936,3.0872693871471375,city_season,False,3.3509780997263974,5.344482758620692,9.315294498381864,city_season,False,2.449823705921694,3.459060862484066,6.058769634453594,city_season,True,2.3620558849202546,3.084705192846367,5.065144482621285,city_season,False,3.498423423423422,6.299843175427208,11.927339385252427,city_season,False,True
